,your_best(red)
,<Average Winning Rate>
your_base1,-0.0
your_base2,0.6
your_base3,1.0
baseline,1.0
Num_Win,3.0
Avg_Winning_Rate,0.65
,<Average Scores>
your_base1,0.0
your_base2,0.6
your_base3,1.0
baesline,12.2
Avg_Score,3.4499999999999997
